offer_idx,b,r_x,r_y,env_id,mu_true_mean,mu_true_noise,regret_t,EV,Q_star,o_star,regret_exp,ece,mismatch,policy_error,regret_bound_t,temperature,model,L_eff,C,rho,slack,covered,t,trial,cum_regret,cum_regret_bound,history_length,intervention_mode,intervention_applied
1,0,5,0,general,"[0.5, 0.5]","[0.5991375866224309, 0.4008624133775691]",0.75,2.25,3.0,1,0.75,0.16666666666666666,0.415363247627377,0.1050005850202648,3.197057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.262743011301739,2.447057258476304,True,4,1,3.5999999999999996,13.117637896958994,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.07178762093411473, 0.9282123790658853]",1.0,2.0,3.0,1,1.0,0.09999999999999998,0.5743536379143686,0.1050005850202648,3.753913971816024,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.753913971816024,2.753913971816024,True,5,1,4.6,16.87155186877502,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.46399375130054443, 0.5360062486994556]",1.0500000000000003,1.9499999999999997,3.0,1,1.0500000000000003,0.16666666666666666,0.6153632476273769,0.1050005850202648,4.1970572584763035,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.99719738902505,3.1470572584763032,True,6,1,5.65,21.06860912725132,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.18494633023339158, 0.8150536697666084]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.38079707797788237,0.1050005850202648,2.786131172133593,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.7148415628447906,2.036131172133593,True,7,1,6.4,23.854740299384915,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.8488187048904017, 0.1511812951095983]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,8,1,7.15,26.775320937867605,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.7035068954555301, 0.2964931045444698]",0.75,2.25,3.0,1,0.75,0.07142857142857142,0.38501636541289336,0.1050005850202648,2.705186792982117,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.6069157239761562,1.9551867929821172,True,9,1,7.9,29.480507730849723,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.3584812851635826, 0.6415187148364174]",0.75,2.25,3.0,1,0.75,0.0,0.39499941497973523,0.1050005850202648,2.5,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,1.75,True,10,1,8.65,31.980507730849723,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.32987279374068756, 0.6701272062593124]",0.75,2.25,3.0,1,0.75,0.0,0.39499941497973523,0.1050005850202648,2.5,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,1.75,True,1,2,0.75,2.5,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.2085414304445915, 0.7914585695554085]",0.75,2.25,3.0,1,0.75,0.25,0.4241418199787565,0.1050005850202648,3.5385691678522493,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.718092223802999,2.7885691678522493,True,2,2,1.5,6.038569167852249,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.2275945882107433, 0.7724054117892567]",0.75,2.25,3.0,1,0.75,0.16666666666666666,0.415363247627377,0.1050005850202648,3.197057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.262743011301739,2.447057258476304,True,3,2,2.25,9.235626426328553,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.5155362552105347, 0.4844637447894653]",1.0,2.0,3.0,1,1.0,0.16666666666666666,0.5820299142940437,0.1050005850202648,4.030390591809637,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.030390591809637,3.0303905918096374,True,4,2,3.25,13.26601701813819,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.28382972269341733, 0.7161702773065827]",0.75,2.25,3.0,1,0.75,0.33333333333333337,0.4320774368585718,0.1050005850202648,3.8758662998703737,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,5.1678217331604985,3.1258662998703737,True,5,2,4.0,17.141883318008563,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.29016849654180055, 0.7098315034581995]",1.0,2.0,3.0,1,1.0,0.09999999999999998,0.5743536379143686,0.1050005850202648,3.753913971816024,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.753913971816024,2.753913971816024,True,6,2,5.0,20.895797289824586,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.5423443904859317, 0.4576556095140682]",0.75,2.25,3.0,1,0.75,0.33333333333333337,0.34113089511908484,0.1050005850202648,3.4211335911729392,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.561511454897253,2.6711335911729392,True,7,2,5.75,24.316930880997525,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.5598469351309101, 0.44015306486908995]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.07142857142857142,0.48501636541289334,0.1050005850202648,3.205186792982117,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.5613186588690193,2.3051867929821173,True,8,2,6.65,27.522117673979643,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.29882523038608555, 0.7011747696139145]",1.0,2.0,3.0,1,1.0,0.09999999999999998,0.5743536379143686,0.1050005850202648,3.753913971816024,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.753913971816024,2.753913971816024,True,9,2,7.65,31.27603164579567,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.3527255687499119, 0.6472744312500881]",0.9375,2.0625,3.0,1,0.9375,0.125,0.5356362629690707,0.1050005850202648,3.649612811375249,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.892920332133599,2.712112811375249,True,10,2,8.5875,34.92564445717092,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.617853054396509, 0.38214694560349105]",1.125,1.875,3.0,1,1.125,0.0,0.6449994149797351,0.1050005850202648,3.7499999999999996,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.333333333333333,2.6249999999999996,True,1,3,1.125,3.7499999999999996,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.5732203564362721, 0.42677964356372794]",0.75,2.25,3.0,1,0.75,0.25,0.4241418199787565,0.1050005850202648,3.5385691678522493,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.718092223802999,2.7885691678522493,True,2,3,1.875,7.288569167852248,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.3628126781405726, 0.6371873218594274]",0.75,2.25,3.0,1,0.75,0.25,0.35640103125154,0.1050005850202648,3.199865224216167,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.266486965621556,2.449865224216167,True,3,3,2.625,10.488434392068415,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.926568316648363, 0.07343168335163697]",1.0,2.0,3.0,1,1.0,0.09999999999999998,0.5743536379143686,0.1050005850202648,3.753913971816024,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.753913971816024,2.753913971816024,True,4,3,3.625,14.242348363884439,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.46651116573596707, 0.5334888342640329]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.16666666666666666,0.515363247627377,0.1050005850202648,3.697057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.107841398307005,2.797057258476304,True,5,3,4.525,17.93940562236074,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.6298615989365015, 0.37013840106349855]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.38079707797788237,0.1050005850202648,2.786131172133593,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.7148415628447906,2.036131172133593,True,6,3,5.275,20.725536794494335,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.44358410355506017, 0.5564158964449398]",0.25,2.75,3.0,1,0.25,0.09999999999999998,0.07435363791436861,0.1050005850202648,1.2539139718160242,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,5.015655887264097,1.0039139718160242,True,7,3,5.525,21.97945076631036,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.8361410007754398, 0.16385899922456015]",0.25,2.75,3.0,1,0.25,0.09999999999999998,0.07435363791436861,0.1050005850202648,1.2539139718160242,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,5.015655887264097,1.0039139718160242,True,8,3,5.775,23.233364738126387,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.9334320437422914, 0.06656795625770866]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,9,3,6.525,26.153945376609077,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.6387132424070316, 0.3612867575929684]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.07142857142857142,0.48501636541289334,0.1050005850202648,3.205186792982117,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.5613186588690193,2.3051867929821173,True,10,3,7.425000000000001,29.359132169591195,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.5497241330291232, 0.4502758669708769]",0.6000000000000001,2.4,3.0,1,0.6000000000000001,0.16666666666666666,0.315363247627377,0.1050005850202648,2.6970572584763044,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.49509543079384,2.0970572584763043,True,1,4,0.6000000000000001,2.6970572584763044,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.7336375323409052, 0.2663624676590947]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,2,4,1.35,5.617637896958994,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.5706042607102014, 0.4293957392897986]",1.0,2.0,3.0,1,1.0,0.09999999999999998,0.5743536379143686,0.1050005850202648,3.753913971816024,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.753913971816024,2.753913971816024,True,3,4,2.35,9.371551868775018,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.3405710104879549, 0.6594289895120451]",1.125,1.875,3.0,1,1.125,0.16666666666666666,0.665363247627377,0.1050005850202648,4.447057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.9529397853122705,3.3220572584763044,True,4,4,3.475,13.818609127251323,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.46662814026096844, 0.5333718597390316]",0.75,2.25,3.0,1,0.75,0.0,0.39499941497973523,0.1050005850202648,2.5,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,1.75,True,5,4,4.225,16.31860912725132,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.8272770389049926, 0.17272296109500734]",0.75,2.25,3.0,1,0.75,0.25,0.35640103125154,0.1050005850202648,3.199865224216167,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.266486965621556,2.449865224216167,True,6,4,4.975,19.51847435146749,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.33954122582304824, 0.6604587741769518]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.19999999999999998,0.5189802313346921,0.1050005850202648,3.8341897960604987,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.2602108845116655,2.934189796060499,True,7,4,5.875,23.35266414752799,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.5813174316725651, 0.41868256832743495]",0.6000000000000001,2.4,3.0,1,0.6000000000000001,0.05555555555555558,0.2873038339632584,0.1050005850202648,2.159934793330315,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.599891322217191,1.559934793330315,True,8,4,6.475,25.512598940858304,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.49280247968744706, 0.5071975203125529]",0.75,2.25,3.0,1,0.75,0.0,0.39499941497973523,0.1050005850202648,2.5,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,1.75,True,9,4,7.225,28.012598940858304,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.18214395141343187, 0.8178560485865681]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.05555555555555558,0.4873038339632584,0.1050005850202648,3.1599347933303146,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.5110386592559055,2.2599347933303147,True,10,4,8.125,31.17253373418862,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.18901761918886073, 0.8109823808111393]",0.75,2.25,3.0,1,0.75,0.0,0.39499941497973523,0.1050005850202648,2.5,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,1.75,True,1,5,0.75,2.5,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.5788810021592288, 0.4211189978407712]",0.75,2.25,3.0,1,0.75,0.16666666666666666,0.415363247627377,0.1050005850202648,3.197057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.262743011301739,2.447057258476304,True,2,5,1.5,5.697057258476304,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.549886942352921, 0.450113057647079]",1.125,1.875,3.0,1,1.125,0.07142857142857142,0.6350163654128933,0.1050005850202648,3.955186792982117,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.515721593761882,2.830186792982117,True,3,5,2.625,9.652244051458421,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.39485000347390675, 0.6051499965260932]",0.75,2.25,3.0,1,0.75,0.33333333333333337,0.34113089511908484,0.1050005850202648,3.4211335911729392,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.561511454897253,2.6711335911729392,True,4,5,3.375,13.07337764263136,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.4011449908744037, 0.5988550091255963]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,5,5,4.125,15.99395828111405,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.11611899534691206, 0.8838810046530879]",1.125,1.875,3.0,1,1.125,0.0,0.6449994149797351,0.1050005850202648,3.7499999999999996,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.333333333333333,2.6249999999999996,True,6,5,5.25,19.74395828111405,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.2646302131850078, 0.7353697868149922]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.0,0.4949994149797352,0.1050005850202648,3.0,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,2.1,True,7,5,6.15,22.74395828111405,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.8171737925041221, 0.18282620749587788]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,8,5,6.9,25.66453891959674,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.34077101266250653, 0.6592289873374935]",0.8249999999999997,2.1750000000000003,3.0,1,0.8249999999999997,0.09999999999999998,0.45768697124770197,0.1050005850202648,3.170580638482691,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.843128046645687,2.345580638482691,True,9,5,7.725,28.83511955807943,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.743049634737194, 0.256950365262806]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.05559999999999998,0.5022330008390921,0.1050005850202648,3.2347393578682127,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.5941548420757923,2.3347393578682127,True,10,5,8.625,32.06985891594764,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.597256158261434, 0.4027438417385661]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.0,0.4949994149797352,0.1050005850202648,3.0,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,2.1,True,1,6,0.8999999999999999,3.0,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.5924803341392044, 0.40751966586079563]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.16666666666666666,0.4704295306002941,0.1050005850202648,3.4723886733408893,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.858209637045433,2.5723886733408894,True,2,6,1.7999999999999998,6.472388673340889,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.18629205259476045, 0.8137079474052396]",0.75,2.25,3.0,1,0.75,0.16666666666666666,0.415363247627377,0.1050005850202648,3.197057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.262743011301739,2.447057258476304,True,3,6,2.55,9.669445931817194,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.42806459571234345, 0.5719354042876565]",0.75,2.25,3.0,1,0.75,0.16666666666666666,0.415363247627377,0.1050005850202648,3.197057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.262743011301739,2.447057258476304,True,4,6,3.3,12.866503190293498,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.5724564390326994, 0.4275435609673007]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,5,6,4.05,15.787083828776188,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.6204681503151772, 0.3795318496848228]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,6,6,4.8,18.70766446725888,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.3247595480947112, 0.6752404519052888]",0.5,2.5,3.0,1,0.5,0.25,0.2574751533120898,0.1050005850202648,2.705235834518916,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,5.410471669037832,2.205235834518916,True,7,6,5.3,21.412900301777796,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.5450432693863732, 0.4549567306136268]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,8,6,6.05,24.333480940260486,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.8762571292233212, 0.12374287077667875]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,9,6,6.8,27.254061578743176,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.3134604358774936, 0.6865395641225064]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.2142857142857143,0.5204867983101995,0.1050005850202648,3.892743039101301,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.32527004344589,2.9927430391013012,True,10,6,7.699999999999999,31.146804617844477,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.442058618602971, 0.557941381397029]",1.5001333508735115e-12,2.9999999999985,3.0,1,1.5001333508735115e-12,0.0,0.1050005850192648,0.1050005850202648,1.0500058501976481,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,1050005850.197648,1.050005850196148,True,1,7,1.5001333508735115e-12,1.0500058501976481,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.1502725190326918, 0.8497274809673082]",0.75,2.25,3.0,1,0.75,0.16666666666666666,0.415363247627377,0.1050005850202648,3.197057258476304,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.262743011301739,2.447057258476304,True,2,7,0.7500000000015001,4.247063108673952,5,none,False
0,0,3,3,general,"[0.5, 0.5]","[0.8317601479183413, 0.1682398520816587]",0.75,2.25,3.0,1,0.75,0.0,0.39499941497973523,0.1050005850202648,2.5,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.3333333333333335,1.75,True,3,7,1.5000000000015001,6.747063108673952,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.35578550681009957, 0.6442144931899004]",0.5,2.5,3.0,1,0.5,0.09999999999999998,0.2410203045810353,0.1050005850202648,2.0872473051493574,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,4.174494610298715,1.5872473051493574,True,4,7,2.0000000000015,8.83431041382331,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.27021174355166344, 0.7297882564483366]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.38079707797788237,0.1050005850202648,2.786131172133593,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.7148415628447906,2.036131172133593,True,5,7,2.7500000000015,11.620441585956904,5,none,False
0,1,0,5,general,"[0.5, 0.5]","[0.381654680919714, 0.618345319080286]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.4076869712477019,0.1050005850202648,2.9205806384826904,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.8941075179769205,2.1705806384826904,True,6,7,3.5000000000015,14.541022224439594,5,none,False
1,0,5,0,general,"[0.5, 0.5]","[0.6725322458170939, 0.327467754182906]",0.75,2.25,3.0,1,0.75,0.09999999999999998,0.38079707797788237,0.1050005850202648,2.786131172133593,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.7148415628447906,2.036131172133593,True,7,7,4.2500000000015,17.327153396573188,5,none,False
1,1,1,1,general,"[0.5, 0.5]","[0.4255272001080527, 0.5744727998919473]",0.8999999999999999,2.1,3.0,1,0.8999999999999999,0.07142857142857142,0.48501636541289334,0.1050005850202648,3.205186792982117,0.8,meta-llama/Llama-3.1-8B-Instruct,5,0.7142857142857143,3.5613186588690193,2.3051867929821173,True,8,7,5.1500000000015,20.532340189555306,5,none,False
